evaluation_id,student_id,score,feedback,feedback_length,vigor,motivacao,autoimagem,absorcao,dedicacao,clareza_metas,cooperacao,estresse,resiliencia,infraestrutura,avaliacao_instituicao,avaliacao_professor,indice_engajamento_geral,proba_vigor,proba_motivacao,proba_autoimagem,proba_absorcao,proba_dedicacao,proba_clareza_metas,proba_cooperacao,proba_estresse,proba_resiliencia,proba_infraestrutura,proba_avaliacao_instituicao,proba_avaliacao_professor,proba_indice_engajamento_geral,meta_prediction,created_at
16_202406,16,4,Recomendo o curso para quem está começando na área.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.469,0.392,0.406,0.391,0.401,0.345,0.328,0.48,0.358,0.35,0.292,0.394,1,2024-06-01T00:00:00Z
17_202401,17,2,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,0,1,1,1,1,0.568,0.534,0.682,0.65,0.566,0.713,0.649,0.584,0.475,0.715,0.531,0.518,0.595,0,2024-01-01T00:00:00Z
17_202402,17,2,Tive dificuldade em acompanhar alguns tópicos mais avançados. O conteúdo está bem organizado e claro.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.651,0.722,0.669,0.628,0.63,0.643,0.638,0.614,0.605,0.597,0.562,0.586,0.636,0,2024-02-01T00:00:00Z
17_202403,17,4,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado. Achei que faltaram exemplos práticos em algumas aulas.,20,1,1,1,1,1,1,1,1,1,1,1,1,1,0.515,0.595,0.551,0.545,0.609,0.67,0.646,0.521,0.551,0.647,0.551,0.589,0.556,0,2024-03-01T00:00:00Z
17_202404,17,4,O curso foi muito bom e aprendi bastante.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.628,0.552,0.605,0.533,0.57,0.616,0.52,0.622,0.599,0.628,0.611,0.668,0.577,0,2024-04-01T00:00:00Z
17_202405,17,2,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0.606,0.579,0.606,0.627,0.602,0.602,0.565,0.567,0.53,0.687,0.538,0.565,0.612,0,2024-05-01T00:00:00Z
17_202406,17,4,O conteúdo está bem organizado e claro. A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,19,1,1,1,1,1,1,1,1,1,1,1,1,1,0.564,0.645,0.585,0.662,0.566,0.614,0.558,0.707,0.541,0.615,0.632,0.621,0.597,0,2024-06-01T00:00:00Z
18_202401,18,2,Tive dificuldade em acompanhar alguns tópicos mais avançados. Achei que faltaram exemplos práticos em algumas aulas.,16,1,1,1,1,1,1,1,1,1,1,1,1,1,0.591,0.594,0.602,0.593,0.648,0.711,0.572,0.532,0.596,0.729,0.56,0.682,0.611,0,2024-01-01T00:00:00Z
18_202402,18,3,O conteúdo está bem organizado e claro.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.684,0.572,0.628,0.681,0.581,0.59,0.571,0.549,0.568,0.539,0.602,0.562,0.649,0,2024-02-01T00:00:00Z
18_202403,18,4,Faltou interação entre os colegas em atividades de grupo. O curso foi muito bom e aprendi bastante.,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0.612,0.522,0.617,0.642,0.5,0.619,0.661,0.54,0.684,0.621,0.565,0.597,0.585,0,2024-03-01T00:00:00Z
18_202404,18,1,Seria interessante ter mais exercícios de fixação. Seria interessante ter mais exercícios de fixação.,14,1,1,1,1,1,1,1,1,1,1,1,1,1,0.628,0.604,0.627,0.554,0.608,0.529,0.594,0.555,0.563,0.662,0.655,0.63,0.597,0,2024-04-01T00:00:00Z
18_202405,18,1,Achei que faltaram exemplos práticos em algumas aulas.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.545,0.584,0.661,0.607,0.716,0.62,0.61,0.585,0.607,0.592,0.635,0.648,0.623,0,2024-05-01T00:00:00Z
18_202406,18,3,O conteúdo está bem organizado e claro.,7,1,1,1,1,1,0,1,1,1,1,1,1,1,0.561,0.533,0.508,0.625,0.545,0.492,0.619,0.725,0.6,0.642,0.604,0.595,0.577,0,2024-06-01T00:00:00Z
19_202401,19,1,Tive dificuldade em acompanhar alguns tópicos mais avançados.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.646,0.585,0.613,0.616,0.567,0.65,0.591,0.562,0.627,0.555,0.601,0.6,0.61,0,2024-01-01T00:00:00Z
19_202402,19,2,Seria interessante ter mais exercícios de fixação. Tive dificuldade em acompanhar alguns tópicos mais avançados.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.654,0.624,0.599,0.641,0.67,0.628,0.601,0.534,0.547,0.585,0.57,0.591,0.655,0,2024-02-01T00:00:00Z
19_202403,19,1,Faltou interação entre os colegas em atividades de grupo.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.603,0.626,0.596,0.624,0.603,0.501,0.553,0.593,0.54,0.63,0.677,0.661,0.61,0,2024-03-01T00:00:00Z
19_202404,19,5,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado. Achei que faltaram exemplos práticos em algumas aulas.,20,1,1,1,1,1,1,1,1,1,1,1,1,1,0.589,0.675,0.607,0.583,0.569,0.585,0.581,0.609,0.608,0.6,0.622,0.66,0.58,0,2024-04-01T00:00:00Z
19_202405,19,3,Recomendo o curso para quem está começando na área. Achei que faltaram exemplos práticos em algumas aulas.,17,1,1,0,1,1,1,1,1,1,1,1,0,1,0.647,0.526,0.472,0.647,0.532,0.589,0.541,0.51,0.627,0.638,0.571,0.47,0.609,0,2024-05-01T00:00:00Z
19_202406,19,3,Faltou interação entre os colegas em atividades de grupo. Tive dificuldade em acompanhar alguns tópicos mais avançados.,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0.573,0.62,0.526,0.609,0.599,0.629,0.606,0.551,0.66,0.592,0.599,0.553,0.594,0,2024-06-01T00:00:00Z
20_202401,20,3,Faltou interação entre os colegas em atividades de grupo. Tive dificuldade em acompanhar alguns tópicos mais avançados.,17,1,1,1,1,1,1,1,1,1,1,1,1,1,0.578,0.556,0.591,0.686,0.531,0.519,0.674,0.59,0.567,0.652,0.57,0.691,0.598,0,2024-01-01T00:00:00Z
20_202402,20,4,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.634,0.576,0.708,0.57,0.637,0.615,0.665,0.678,0.602,0.562,0.623,0.566,0.614,0,2024-02-01T00:00:00Z
20_202403,20,3,Tive dificuldade em acompanhar alguns tópicos mais avançados.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.701,0.607,0.582,0.609,0.533,0.551,0.66,0.567,0.548,0.627,0.659,0.636,0.614,0,2024-03-01T00:00:00Z
20_202404,20,1,Seria interessante ter mais exercícios de fixação. Tive dificuldade em acompanhar alguns tópicos mais avançados.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65,0.562,0.529,0.675,0.584,0.587,0.666,0.628,0.623,0.708,0.568,0.646,0.636,0,2024-04-01T00:00:00Z
20_202405,20,5,Recomendo o curso para quem está começando na área.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.603,0.613,0.676,0.625,0.627,0.654,0.582,0.558,0.548,0.502,0.703,0.545,0.618,0,2024-05-01T00:00:00Z
20_202406,20,4,Os fóruns ajudaram a tirar dúvidas rapidamente.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.589,0.586,0.615,0.641,0.643,0.571,0.592,0.614,0.588,0.68,0.625,0.637,0.624,0,2024-06-01T00:00:00Z
21_202401,21,4,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.633,0.659,0.609,0.535,0.62,0.567,0.574,0.629,0.662,0.601,0.615,0.685,0.596,0,2024-01-01T00:00:00Z
21_202402,21,3,Faltou interação entre os colegas em atividades de grupo.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.612,0.73,0.628,0.512,0.638,0.619,0.664,0.634,0.593,0.539,0.59,0.557,0.587,0,2024-02-01T00:00:00Z
21_202403,21,5,O conteúdo está bem organizado e claro. A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,19,1,1,1,1,1,1,1,1,1,1,1,1,1,0.571,0.629,0.683,0.62,0.54,0.622,0.66,0.57,0.593,0.601,0.561,0.632,0.577,0,2024-03-01T00:00:00Z
21_202404,21,3,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0.594,0.621,0.556,0.578,0.636,0.581,0.686,0.58,0.611,0.647,0.529,0.512,0.603,0,2024-04-01T00:00:00Z
21_202405,21,2,O curso foi muito bom e aprendi bastante. Os fóruns ajudaram a tirar dúvidas rapidamente.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.524,0.663,0.572,0.728,0.572,0.609,0.677,0.7,0.703,0.66,0.651,0.63,0.608,0,2024-05-01T00:00:00Z
21_202406,21,5,Achei que faltaram exemplos práticos em algumas aulas.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.639,0.572,0.559,0.6,0.591,0.577,0.635,0.648,0.604,0.674,0.543,0.59,0.61,0,2024-06-01T00:00:00Z
22_202401,22,5,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,12,1,1,1,1,1,1,1,1,1,1,1,1,1,0.564,0.507,0.596,0.594,0.676,0.632,0.549,0.693,0.661,0.629,0.589,0.552,0.611,0,2024-01-01T00:00:00Z
22_202402,22,4,"Os fóruns ajudaram a tirar dúvidas rapidamente. Gostei da didática do professor, mas o material poderia melhorar.",17,1,1,1,1,1,1,1,1,1,1,1,1,1,0.581,0.654,0.694,0.677,0.576,0.544,0.607,0.512,0.616,0.593,0.577,0.52,0.611,0,2024-02-01T00:00:00Z
22_202403,22,1,Achei que faltaram exemplos práticos em algumas aulas.,8,1,1,1,0,1,1,1,1,1,1,1,1,1,0.626,0.573,0.542,0.456,0.599,0.689,0.683,0.577,0.57,0.623,0.55,0.615,0.56,0,2024-03-01T00:00:00Z
22_202404,22,2,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.638,0.661,0.595,0.59,0.556,0.559,0.589,0.618,0.646,0.56,0.675,0.586,0.595,0,2024-04-01T00:00:00Z
22_202405,22,5,Os fóruns ajudaram a tirar dúvidas rapidamente. A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,19,1,1,0,1,1,1,1,1,1,1,1,1,1,0.599,0.563,0.479,0.644,0.637,0.586,0.603,0.626,0.522,0.574,0.64,0.537,0.627,0,2024-05-01T00:00:00Z
22_202406,22,1,Os fóruns ajudaram a tirar dúvidas rapidamente. Os fóruns ajudaram a tirar dúvidas rapidamente.,14,1,1,1,1,1,1,1,1,1,1,1,1,1,0.615,0.532,0.623,0.598,0.519,0.658,0.563,0.559,0.61,0.657,0.549,0.603,0.577,0,2024-06-01T00:00:00Z
23_202401,23,5,Recomendo o curso para quem está começando na área. Os fóruns ajudaram a tirar dúvidas rapidamente.,16,1,1,1,1,1,1,1,0,1,1,0,1,1,0.621,0.635,0.609,0.582,0.559,0.604,0.546,0.454,0.622,0.645,0.482,0.55,0.587,0,2024-01-01T00:00:00Z
23_202402,23,5,Faltou interação entre os colegas em atividades de grupo.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.631,0.703,0.601,0.564,0.591,0.669,0.568,0.56,0.576,0.552,0.606,0.681,0.595,0,2024-02-01T00:00:00Z
23_202403,23,5,Os fóruns ajudaram a tirar dúvidas rapidamente.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.616,0.587,0.585,0.522,0.644,0.596,0.591,0.75,0.615,0.562,0.579,0.657,0.594,0,2024-03-01T00:00:00Z
23_202404,23,4,Os fóruns ajudaram a tirar dúvidas rapidamente. A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,19,1,1,1,1,1,1,1,1,1,1,1,1,1,0.606,0.528,0.646,0.567,0.694,0.654,0.578,0.664,0.603,0.643,0.624,0.558,0.622,0,2024-04-01T00:00:00Z
23_202405,23,3,Faltou interação entre os colegas em atividades de grupo.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.568,0.651,0.583,0.58,0.552,0.621,0.703,0.547,0.601,0.671,0.596,0.623,0.567,0,2024-05-01T00:00:00Z
23_202406,23,2,Seria interessante ter mais exercícios de fixação.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.547,0.621,0.591,0.649,0.659,0.729,0.629,0.616,0.61,0.582,0.617,0.585,0.618,0,2024-06-01T00:00:00Z
24_202401,24,2,Seria interessante ter mais exercícios de fixação. Faltou interação entre os colegas em atividades de grupo.,16,1,1,1,1,1,1,0,1,1,1,1,1,1,0.608,0.666,0.55,0.657,0.666,0.594,0.494,0.57,0.665,0.599,0.55,0.575,0.644,0,2024-01-01T00:00:00Z
24_202402,24,1,"Gostei da didática do professor, mas o material poderia melhorar. Tive dificuldade em acompanhar alguns tópicos mais avançados.",18,1,1,1,1,1,1,1,1,1,1,1,1,1,0.642,0.627,0.588,0.582,0.58,0.554,0.681,0.584,0.661,0.676,0.65,0.578,0.601,0,2024-02-01T00:00:00Z
24_202403,24,2,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado. Tive dificuldade em acompanhar alguns tópicos mais avançados.,20,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62,0.599,0.555,0.616,0.541,0.659,0.577,0.61,0.614,0.587,0.629,0.576,0.592,0,2024-03-01T00:00:00Z
24_202404,24,3,Faltou interação entre os colegas em atividades de grupo.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.644,0.533,0.606,0.697,0.55,0.566,0.626,0.609,0.618,0.624,0.632,0.655,0.63,0,2024-04-01T00:00:00Z
24_202405,24,1,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,12,1,1,1,1,1,1,1,1,0,1,1,1,1,0.62,0.588,0.634,0.695,0.593,0.551,0.655,0.594,0.491,0.642,0.573,0.595,0.636,0,2024-05-01T00:00:00Z
24_202406,24,4,Recomendo o curso para quem está começando na área.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.617,0.61,0.635,0.578,0.626,0.587,0.637,0.631,0.553,0.654,0.573,0.64,0.607,0,2024-06-01T00:00:00Z
25_202401,25,5,Tive dificuldade em acompanhar alguns tópicos mais avançados.,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418,0.492,0.389,0.383,0.399,0.385,0.44,0.319,0.347,0.347,0.448,0.486,0.4,1,2024-01-01T00:00:00Z
25_202402,25,3,Seria interessante ter mais exercícios de fixação.,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0.392,0.404,0.458,0.354,0.412,0.449,0.425,0.409,0.45,0.265,0.434,0.402,1,2024-02-01T00:00:00Z
25_202403,25,4,Faltou interação entre os colegas em atividades de grupo.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0.308,0.426,0.469,0.393,0.448,0.481,0.466,0.482,0.437,0.404,0.32,0.41,1,2024-03-01T00:00:00Z
25_202404,25,5,Recomendo o curso para quem está começando na área.,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0.388,0.358,0.509,0.391,0.406,0.428,0.402,0.485,0.369,0.41,0.363,0.334,0.395,1,2024-04-01T00:00:00Z
25_202405,25,4,A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado. Os fóruns ajudaram a tirar dúvidas rapidamente.,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369,0.398,0.379,0.365,0.33,0.396,0.325,0.438,0.404,0.327,0.385,0.362,0.355,1,2024-05-01T00:00:00Z
25_202406,25,1,Tive dificuldade em acompanhar alguns tópicos mais avançados. Tive dificuldade em acompanhar alguns tópicos mais avançados.,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0.467,0.306,0.406,0.392,0.434,0.411,0.362,0.384,0.36,0.454,0.401,0.405,1,2024-06-01T00:00:00Z
26_202401,26,4,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.695,0.597,0.565,0.524,0.51,0.521,0.613,0.625,0.521,0.645,0.576,0.607,0.576,0,2024-01-01T00:00:00Z
26_202402,26,5,O curso foi muito bom e aprendi bastante.,8,1,1,1,1,0,1,1,1,1,1,1,1,1,0.681,0.645,0.587,0.555,0.492,0.564,0.589,0.551,0.593,0.604,0.589,0.567,0.576,0,2024-02-01T00:00:00Z
26_202403,26,5,Recomendo o curso para quem está começando na área.,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0.608,0.622,0.545,0.671,0.595,0.601,0.635,0.612,0.648,0.614,0.569,0.618,0.625,0,2024-03-01T00:00:00Z
26_202404,26,1,Tive dificuldade em acompanhar alguns tópicos mais avançados. Os fóruns ajudaram a tirar dúvidas rapidamente.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.543,0.605,0.598,0.59,0.594,0.506,0.573,0.605,0.608,0.549,0.663,0.557,0.576,0,2024-04-01T00:00:00Z
26_202405,26,2,O curso foi muito bom e aprendi bastante. O conteúdo está bem organizado e claro.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.648,0.621,0.568,0.689,0.54,0.646,0.65,0.566,0.67,0.587,0.614,0.613,0.626,0,2024-05-01T00:00:00Z
26_202406,26,2,Os fóruns ajudaram a tirar dúvidas rapidamente. Tive dificuldade em acompanhar alguns tópicos mais avançados.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.593,0.641,0.64,0.513,0.665,0.517,0.652,0.656,0.545,0.579,0.545,0.589,0.59,0,2024-06-01T00:00:00Z
27_202401,27,4,Seria interessante ter mais exercícios de fixação.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.585,0.639,0.666,0.67,0.572,0.59,0.516,0.56,0.648,0.681,0.538,0.57,0.609,0,2024-01-01T00:00:00Z
27_202402,27,4,O curso foi muito bom e aprendi bastante.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.599,0.614,0.56,0.621,0.576,0.599,0.627,0.6,0.578,0.595,0.596,0.581,0.599,0,2024-02-01T00:00:00Z
27_202403,27,1,O conteúdo está bem organizado e claro. Achei que faltaram exemplos práticos em algumas aulas.,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0.587,0.68,0.628,0.585,0.635,0.583,0.659,0.618,0.595,0.622,0.521,0.544,0.602,0,2024-03-01T00:00:00Z
27_202404,27,1,O curso foi muito bom e aprendi bastante.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.54,0.607,0.687,0.712,0.632,0.625,0.51,0.573,0.561,0.569,0.592,0.576,0.628,0,2024-04-01T00:00:00Z
27_202405,27,2,O curso foi muito bom e aprendi bastante.,8,1,1,1,1,1,1,0,1,1,1,1,1,1,0.501,0.637,0.546,0.612,0.704,0.554,0.473,0.586,0.655,0.698,0.539,0.625,0.606,0,2024-05-01T00:00:00Z
27_202406,27,2,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.577,0.595,0.732,0.525,0.613,0.623,0.654,0.605,0.615,0.58,0.613,0.583,0.572,0,2024-06-01T00:00:00Z
28_202401,28,2,Os fóruns ajudaram a tirar dúvidas rapidamente.,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0.382,0.419,0.399,0.456,0.397,0.311,0.463,0.355,0.367,0.37,0.469,0.429,1,2024-01-01T00:00:00Z
28_202402,28,3,"Gostei da didática do professor, mas o material poderia melhorar.",10,0,1,0,0,0,0,0,0,0,0,0,0,0,0.293,0.55,0.453,0.411,0.397,0.414,0.426,0.432,0.428,0.404,0.39,0.392,0.367,1,2024-02-01T00:00:00Z
28_202403,28,1,"Gostei da didática do professor, mas o material poderia melhorar.",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.457,0.43,0.253,0.433,0.41,0.399,0.381,0.456,0.447,0.361,0.42,0.359,1,2024-03-01T00:00:00Z
28_202404,28,1,Recomendo o curso para quem está começando na área. Seria interessante ter mais exercícios de fixação.,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0.331,0.369,0.443,0.448,0.426,0.436,0.426,0.368,0.422,0.44,0.438,0.414,1,2024-04-01T00:00:00Z
28_202405,28,5,Tive dificuldade em acompanhar alguns tópicos mais avançados. A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0.435,0.418,0.454,0.399,0.356,0.392,0.363,0.366,0.393,0.36,0.385,0.437,1,2024-05-01T00:00:00Z
28_202406,28,1,Recomendo o curso para quem está começando na área.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0.411,0.4,0.359,0.433,0.447,0.32,0.362,0.362,0.353,0.441,0.39,0.366,1,2024-06-01T00:00:00Z
29_202401,29,1,Seria interessante ter mais exercícios de fixação.,7,1,1,1,1,1,1,1,1,0,1,1,1,1,0.587,0.5,0.632,0.538,0.603,0.614,0.668,0.535,0.45,0.609,0.69,0.662,0.576,0,2024-01-01T00:00:00Z
29_202402,29,5,Achei que faltaram exemplos práticos em algumas aulas.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.61,0.575,0.64,0.551,0.624,0.625,0.653,0.738,0.62,0.575,0.599,0.512,0.595,0,2024-02-01T00:00:00Z
29_202403,29,5,O curso foi muito bom e aprendi bastante. Tive dificuldade em acompanhar alguns tópicos mais avançados.,16,1,1,1,1,1,1,1,1,1,1,1,1,1,0.565,0.58,0.574,0.608,0.559,0.656,0.6,0.6,0.584,0.608,0.641,0.557,0.577,0,2024-03-01T00:00:00Z
29_202404,29,3,Achei que faltaram exemplos práticos em algumas aulas.,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.567,0.585,0.533,0.559,0.576,0.644,0.613,0.61,0.643,0.593,0.62,0.595,0.567,0,2024-04-01T00:00:00Z
29_202405,29,3,O curso foi muito bom e aprendi bastante.,8,1,1,0,1,1,1,1,1,1,1,1,1,1,0.613,0.571,0.478,0.593,0.671,0.646,0.648,0.662,0.604,0.61,0.569,0.584,0.626,0,2024-05-01T00:00:00Z
29_202406,29,4,Achei que faltaram exemplos práticos em algumas aulas.,8,1,1,1,1,1,1,1,0,1,1,1,1,1,0.631,0.66,0.593,0.577,0.6,0.63,0.528,0.485,0.572,0.539,0.575,0.593,0.603,0,2024-06-01T00:00:00Z
30_202401,30,4,"Gostei da didática do professor, mas o material poderia melhorar.",10,1,1,1,1,1,1,1,1,1,1,1,1,1,0.577,0.673,0.616,0.615,0.631,0.543,0.652,0.596,0.634,0.546,0.522,0.641,0.608,0,2024-01-01T00:00:00Z
30_202402,30,5,Seria interessante ter mais exercícios de fixação.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.619,0.555,0.557,0.656,0.541,0.682,0.555,0.632,0.584,0.63,0.573,0.592,0.605,0,2024-02-01T00:00:00Z
30_202403,30,5,Os fóruns ajudaram a tirar dúvidas rapidamente.,7,1,1,1,1,1,1,0,1,1,1,1,1,1,0.602,0.55,0.637,0.574,0.589,0.55,0.472,0.59,0.721,0.639,0.599,0.587,0.588,0,2024-03-01T00:00:00Z
30_202404,30,5,Seria interessante ter mais exercícios de fixação. A infraestrutura da sala estava ótima e os recursos ajudaram no aprendizado.,19,1,1,1,1,1,1,1,1,1,1,1,1,1,0.601,0.627,0.541,0.656,0.636,0.636,0.622,0.601,0.634,0.63,0.582,0.571,0.631,0,2024-04-01T00:00:00Z
30_202405,30,1,Seria interessante ter mais exercícios de fixação.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.605,0.677,0.538,0.527,0.608,0.603,0.609,0.612,0.589,0.674,0.52,0.559,0.58,0,2024-05-01T00:00:00Z
30_202406,30,2,Os fóruns ajudaram a tirar dúvidas rapidamente.,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0.595,0.518,0.591,0.683,0.601,0.612,0.537,0.569,0.581,0.584,0.664,0.628,0.626,0,2024-06-01T00:00:00Z
